entity,filing_date,industry_group_sec,state_or_country,year_of_incorporation,total_offering_usd,total_sold_usd,n_investors,mega_raise_100m,likely_nonstartup_category,likely_operating_company_context
"Heat Safety Solutions, LLC Series 7",08-JUN-2026,Other Technology,OK,2024.0,5000000.0,5000000,66,False,False,True
Gaingels Robodock LLC,08-JUN-2026,Other,VT,2026.0,146067.0,146067,15,False,False,True
"Supervest Investments, LLC, Series A",08-JUN-2026,Other Banking and Financial Services,NY,2021.0,11856350.0,11856350,92,False,True,False
"Weston AI, Inc.",08-JUN-2026,Other Technology,NY,2026.0,500000.0,100000,2,False,False,True
Journal for Innovation Corp,08-JUN-2026,Other,NV,,,0,0,False,False,True
Gaingels Early Stage Fund II LLC,08-JUN-2026,Other,VT,2026.0,5000000.0,1667001,31,False,False,True
4hash Inc.,08-JUN-2026,Computers,DE,2025.0,200000.0,100000,1,False,False,True
Green Acres R&D Processors LLC,08-JUN-2026,Agriculture,PR,2022.0,500000.0,25000,1,False,False,True
Horizon Growth & Income Fund LLC,08-JUN-2026,Commercial,DE,2026.0,125000000.0,0,0,False,True,False
"BREP Residential, LLC",08-JUN-2026,Residential,CA,2026.0,2300000.0,2300000,14,False,True,False
Sunrun Inc.,08-JUN-2026,Other Energy,CA,,75.0,0,2,False,False,True
Champion Capital LLC,08-JUN-2026,Other Banking and Financial Services,CO,2025.0,,1000000,1,False,True,False
Magnolia Developments LLC,08-JUN-2026,Residential,WA,2026.0,1890000.0,1890000,13,False,True,False
"Heat Safety Solutions II, LLC Series 10",08-JUN-2026,Other Technology,OK,2025.0,5000000.0,4999000,79,False,False,True
"MC QOF, LLC",08-JUN-2026,Residential,AZ,2024.0,13250000.0,4070000,26,False,True,False
Lunaris NNN Fund I L.P.,08-JUN-2026,Commercial,CA,2026.0,114528000.0,114528000,151,True,True,False
SPACE CITY ABODES LLC,08-JUN-2026,Residential,TX,2021.0,,0,0,False,True,False
"Heat Safety Solutions, LLC Series 6",08-JUN-2026,Other Technology,OK,2024.0,5000000.0,5000000,76,False,False,True
"Occam Edge, Inc.",08-JUN-2026,Other Technology,CA,2025.0,2000000.0,65000,2,False,False,True
"NV MEDTECH, Inc.",08-JUN-2026,Other Health Care,NV,2021.0,20890293.0,20890275,4,False,False,True
palma ai Inc.,08-JUN-2026,Computers,CA,2024.0,2000000.0,1345666,1,False,False,True
Outlast Power Inc.,08-JUN-2026,Other Energy,NY,2025.0,4000000.0,4000000,11,False,False,True
"Peak Debt Fund I, LLC",08-JUN-2026,REITS and Finance,TX,2025.0,20000000.0,4850000,28,False,True,False
"S4N Holdings, LLC",08-JUN-2026,Other Banking and Financial Services,PA,2026.0,8098474.0,8098474,7,False,True,False
"VIDOR-TX PROPERTY, LLC",05-JUN-2026,Other Real Estate,CA,2026.0,2750000.0,2750000,25,False,True,False
MT BASE INC.,05-JUN-2026,Investing,NY,2026.0,,100000000,1000,True,True,False
"Aqua Membranes, Inc.",05-JUN-2026,Other,NM,,13200000.0,6534759,18,False,False,True
Atlas Capital Ex INC.,05-JUN-2026,Investing,NY,2026.0,,100000000,1000,True,True,False
"Journey Storage Ventures 01, LLC",05-JUN-2026,Other Real Estate,TX,2026.0,5000000.0,1740000,7,False,True,False
"Aqua Membranes, Inc.",05-JUN-2026,Other,NM,,25074995.0,25074995,11,False,False,True
SignalCraft Analytics Group Inc.,05-JUN-2026,Investing,NY,2026.0,,100000000,1000,True,True,False
"Heat Safety Solutions II, LLC Series 9",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,71,False,False,True
"Spine BioPharma, Inc.",05-JUN-2026,Pharmaceuticals,NY,,8500000.0,384798,3,False,False,True
GPUs Print Money LLC,05-JUN-2026,Computers,MA,2025.0,435000.0,435000,10,False,False,True
"Heat Safety Solutions II, LLC Series 8",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,71,False,False,True
"Heat Safety Solutions, LLC Series 8",05-JUN-2026,Other Technology,OK,2024.0,5000000.0,5000000,54,False,False,True
"ECHO Realty, L.P.",05-JUN-2026,Commercial,PA,,6903129.0,6903129,15,False,True,False
"Heat Safety Solutions II, LLC Series 7",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,75,False,False,True
"Heat Safety Solutions II, LLC Series 6",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,19,False,False,True
Land South Capital LLC,05-JUN-2026,Other Real Estate,DE,2025.0,25000000.0,0,0,False,True,False
"Insula Capital Group, LLC",05-JUN-2026,REITS and Finance,NY,,75000000.0,33981036,68,False,True,False
"Green Exchange, PBC",05-JUN-2026,Other Banking and Financial Services,NY,2022.0,10000000.0,1325000,7,False,True,False
"CIRE Real Estate Investment Trust, LLC",05-JUN-2026,REITS and Finance,CA,,,172321604,979,True,True,False
German-Immo Inc,05-JUN-2026,Residential,FL,2026.0,50000000.0,0,0,False,True,False
"Water Es Vida Technologies, Inc.",05-JUN-2026,Other Technology,FL,2024.0,,3353133,25,False,False,True
"WC/WRK Crossroads, LP",05-JUN-2026,Other Real Estate,UT,2025.0,100000000.0,29850000,45,False,True,False
INFIN8 Inc.,05-JUN-2026,Other Technology,WY,2026.0,,100000,1,False,False,True
"PG San Antonio OZ, L.P.",05-JUN-2026,Other Real Estate,GA,2023.0,44500000.0,21618673,95,False,True,False
"Cagent Vascular, Inc.",05-JUN-2026,Other Health Care,PA,,40999992.0,24477945,51,False,False,True
"Hilton Ashland Partners, LLC",05-JUN-2026,Other Real Estate,AZ,2025.0,8000000.0,800000,1,False,True,False
STRINGER INC.,05-JUN-2026,Other Technology,NJ,2024.0,100000.0,7500,1,False,False,True
"Charlotte's Web Holdings, Inc.",05-JUN-2026,Other Health Care,CO,,10000000.0,10000000,1,False,False,True
"Venu FireSuite Income, LLC",05-JUN-2026,Other,CO,2026.0,55000000.0,20000,1,False,False,True
"Heat Safety Solutions, LLC Series 9",05-JUN-2026,Other Technology,OK,2024.0,5000000.0,5000000,67,False,False,True
"PARADYME FUND A II, LLC",05-JUN-2026,Commercial,AZ,2023.0,8000000.0,0,0,False,True,False
"Heat Safety Solutions II, LLC Series 5",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,57,False,False,True
Ember Health Inc.,05-JUN-2026,Other Technology,NC,2025.0,1500000.0,250000,1,False,False,True
"Strata Platforms, Inc.",05-JUN-2026,Other Technology,SC,2024.0,600000.0,370000,4,False,False,True
"PG Austin Investors, LLC",05-JUN-2026,Other Real Estate,GA,2025.0,80300000.0,10774867,84,False,True,False
VORBECK MATERIALS CORP.,05-JUN-2026,Other Technology,MD,,7500000.0,0,0,False,False,True
"Heat Safety Solutions II, LLC Series 4",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,62,False,False,True
"Heat Safety Solutions II, LLC Series 3",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,50,False,False,True
"Capital Funding Bancorp, Inc.",05-JUN-2026,Commercial Banking,MD,,45000000.0,45000000,1,False,True,False
"Generalist AI, Inc.",05-JUN-2026,Other Technology,CA,2024.0,399998660.0,363810091,39,True,False,True
Los Angeles Project Inc,05-JUN-2026,Biotechnology,TX,2023.0,625000.0,625000,4,False,False,True
"Heat Safety Solutions, LLC Series 10",05-JUN-2026,Other Technology,OK,2024.0,5000000.0,5000000,61,False,False,True
Los Angeles Project Inc,05-JUN-2026,Biotechnology,TX,2023.0,730000.0,730000,4,False,False,True
Los Angeles Project Inc,05-JUN-2026,Biotechnology,TX,2023.0,79100.0,79100,1,False,False,True
"Skipper Pets, Inc.",05-JUN-2026,Other,NC,,,9029249,10,False,False,True
Los Angeles Project Inc,05-JUN-2026,Biotechnology,TX,2023.0,1475000.0,1475000,5,False,False,True
FXSUITES LTD,05-JUN-2026,Other Banking and Financial Services,NY,,,100000000,10000,True,True,False
PREX MIRAGE STUDENT HOUSING DST,05-JUN-2026,Commercial,TX,,44900000.0,3403000,2,False,True,False
Klinic Inc,05-JUN-2026,Other Health Care,TX,,24217489.0,23917489,34,False,False,True
"KindSight, Inc.",05-JUN-2026,Other Health Care,NC,2026.0,250000.0,50000,1,False,False,True
"Peachtree Credit Fund IV, LP",05-JUN-2026,Other Real Estate,GA,2024.0,500000000.0,243814828,595,True,True,False
"Aortic Solutions, Inc.",05-JUN-2026,Other Health Care,PA,2026.0,6000000.0,3715279,30,False,False,True
312 BOSTON POST FUNDING L.P.,05-JUN-2026,Other Real Estate,NY,2026.0,750000.0,750000,2,False,True,False
"Supabase, Inc.",05-JUN-2026,Other Technology,DE,,499999427.0,439999433,25,True,False,True
"MHR Acquisitions, Inc.",05-JUN-2026,Construction,NY,,60000000.0,0,0,False,False,True
"Texas Health Surgery Center Forney, LLC",05-JUN-2026,Other Health Care,AL,2023.0,187500.0,187500,2,False,False,True
"Ponchi, LLC",05-JUN-2026,Computers,MO,2025.0,,709000,4,False,False,True
"Packforkids, Inc.",05-JUN-2026,Other Technology,CA,2026.0,500000.0,50000,1,False,False,True
"Texas Health Surgery Center Forney, LLC",05-JUN-2026,Other Health Care,AL,2023.0,187500.0,187500,2,False,False,True
GPUs Print Money LLC,05-JUN-2026,Computers,NY,2026.0,435000.0,435000,10,False,False,True
"Lightfighter, Inc.",05-JUN-2026,Other,CA,2024.0,2500000.0,2500000,2,False,False,True
"AMPeers, Inc.",05-JUN-2026,Other Technology,TX,2026.0,10999995.0,10999995,6,False,False,True
"Tanager Bancshares, Inc.",05-JUN-2026,Commercial Banking,WY,2024.0,50000000.0,45177727,159,False,True,False
OZE Taco Bell III LLC,05-JUN-2026,Investing,NJ,2026.0,25000000.0,21975000,60,False,True,False
MCI Exchange Bellagio A Series DST,05-JUN-2026,Other Real Estate,TX,2026.0,48435000.0,4299713,8,False,True,False
"Series 86-1, a series of StartEngine Private LLC",05-JUN-2026,Other,CA,2025.0,3936355.0,3336325,30,False,False,True
"Gameway, Inc.",05-JUN-2026,Other Technology,TX,,2000000.0,400000,2,False,False,True
"Providence Multifamily Fund II, LLC",05-JUN-2026,Residential,IL,2024.0,300000000.0,17460000,22,False,True,False
Devenue Inc.,05-JUN-2026,Other Technology,K7,2024.0,11315000.0,10849990,11,False,False,True
Quantum Eretz II LLC,05-JUN-2026,Investing,NY,2026.0,6305000.0,0,37,False,True,False
"Mangrove Insurance Solutions, PCC",05-JUN-2026,Insurance,DC,,,203060,102,False,True,False
"Raich Edina Diamond Fund I, LLC",05-JUN-2026,Other Real Estate,MN,2024.0,5000000.0,0,0,False,True,False
VORBECK MATERIALS CORP.,05-JUN-2026,Other Technology,MD,,7500000.0,0,0,False,False,True
Houston Bank & Trust,05-JUN-2026,Commercial Banking,TX,2026.0,40217720.0,40217720,173,False,True,False
Lattrex Inc.,05-JUN-2026,Other Technology,TN,2026.0,25000.0,25000,2,False,False,True
Huacheng Club Private Equity Fundation Inc,05-JUN-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"Memori AI, Inc.",05-JUN-2026,Other Technology,CA,2026.0,5000000.0,4750000,1,False,False,True
"Wolf Fork Minerals, LLC",05-JUN-2026,Oil and Gas,TX,2026.0,20910000.0,8072121,23,False,False,True
Nonprofitly Inc.,05-JUN-2026,Other Technology,DE,2025.0,3760000.0,3760000,32,False,False,True
"Golden Analytics, Inc",05-JUN-2026,Other Technology,WA,2026.0,21636492.0,21636492,9,False,False,True
District Metals Corp.,05-JUN-2026,Other Energy,A1,,1438366.0,1438366,1,False,False,True
"FarmTogether Sustainable Farmland Fund, LP fka FarmTogether US Farmland Fund, LP",05-JUN-2026,Other Real Estate,DE,,,17126856,162,False,True,False
SNEM EXCHANGE LTD,05-JUN-2026,Investing,CO,2026.0,100000000.0,0,0,False,True,False
"Creto Elevated Imaging, LLC",05-JUN-2026,Other,FL,2026.0,4400000.0,4400000,34,False,False,True
Redwood Cincinnati Tealtown Road OH P2 LLC,05-JUN-2026,Residential,OH,,3500000.0,0,0,False,True,False
Crossject SA,05-JUN-2026,Pharmaceuticals,I0,,10259936.0,0,2,False,False,True
2000 HXR LLC,05-JUN-2026,Commercial,MN,2026.0,3500000.0,0,0,False,True,False
Yakuru Inc.,05-JUN-2026,Other Technology,DE,2025.0,,300000,8,False,False,True
Gaingels Reality Defender 2026 LLC,05-JUN-2026,Other,VT,2026.0,106844.0,106844,14,False,False,True
1421 Investor LLC,05-JUN-2026,Other Real Estate,MD,2026.0,,0,0,False,True,False
Standard Intelligence PBC,05-JUN-2026,Other Technology,CA,2024.0,44199974.0,44199974,10,False,False,True
Countach Medical Corp,05-JUN-2026,Other Health Care,SD,2026.0,750000.0,400000,4,False,False,True
Standard Intelligence PBC,05-JUN-2026,Other Technology,CA,2024.0,35613499.0,35613499,36,False,False,True
NovaCore Core Assets INC.,05-JUN-2026,Business Services,CO,2026.0,175000000.0,57500,5,False,False,True
NovaCore Core Assets INC.,05-JUN-2026,Business Services,CO,2026.0,175000000.0,57500,5,False,False,True
La Rosa Holdings Corp.,05-JUN-2026,Other,FL,2021.0,500000.0,250000,1,False,False,True
SIMCO Real Estate Fund I LP,05-JUN-2026,Residential,MO,2025.0,65000000.0,12500000,5,False,True,False
"Heat Safety Solutions II, LLC Series 2",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,42,False,False,True
Senior Year Inc.,05-JUN-2026,Computers,WA,2024.0,500000.0,35000,2,False,False,True
Human Continuum Inc.,05-JUN-2026,Other,FL,2025.0,2445000.0,2445000,64,False,False,True
"Antlia Bioscience, Inc.",05-JUN-2026,Biotechnology,CA,,20000000.0,6000000,3,False,False,True
"Narthex Two, LLC",05-JUN-2026,Commercial,KS,2023.0,10000000.0,0,0,False,True,False
"jfish, Inc.",05-JUN-2026,Other Technology,UT,2025.0,650000.0,42500,3,False,False,True
VOP Mustang Member LLC,05-JUN-2026,Other Real Estate,IL,2026.0,35000000.0,18125000,33,False,True,False
"Arden Prometheus Fund I, LLC",05-JUN-2026,Other,CA,2026.0,5500000.0,5500000,2,False,False,True
Billy Co,05-JUN-2026,Other Technology,CA,2026.0,10000000.0,100000,1,False,False,True
Imhoff Road Holdco LLC,05-JUN-2026,Commercial,RI,2026.0,31442671.0,31442671,18,False,True,False
Agility Retail Holdings LLC,05-JUN-2026,Retailing,CA,2025.0,15000000.0,15000000,2,False,False,True
Human Continuum Inc.,05-JUN-2026,Other,FL,2025.0,722500.0,722500,12,False,False,True
Elderwood Production LLC,05-JUN-2026,Other,NY,2026.0,55000.0,51300,3,False,False,True
"Starfighters Space, Inc.",05-JUN-2026,Other,FL,2022.0,17499995.0,17499995,3,False,False,True
GPUs Print Money LLC,05-JUN-2026,Computers,NY,2026.0,435000.0,435000,10,False,False,True
"Heat Safety Solutions II, LLC Series 2",05-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,42,False,False,True
"Heat Safety Solutions II, LLC Series 1",04-JUN-2026,Other Technology,OK,2025.0,5000000.0,5000000,25,False,False,True
"DILLARD'S, INC.",04-JUN-2026,Retailing,AR,,2386710625.0,2386710625,41,True,False,True
"Ozark Resort Capital, LLC",04-JUN-2026,Other Real Estate,OK,2025.0,13525000.0,4096000,69,False,True,False
"Ember Management Aggregator, L.P.",04-JUN-2026,Other Health Care,NY,2022.0,,130765200,59,True,False,True
Unison Risk Advisors Inc.,04-JUN-2026,Insurance,OH,,1145380.0,1145380,1,False,True,False
Global Innovative Platforms Inc.,04-JUN-2026,Other Technology,FL,,5000000.0,0,0,False,False,True
"327 KG, LLC",04-JUN-2026,Other,TX,2025.0,98450000.0,98450000,33,False,False,True
Exp Eq Nationwide Pave I LLC,04-JUN-2026,Commercial,GA,2026.0,5000000.0,0,0,False,True,False
"CUMBERLAND ADDITIVE HOLDINGS, LLC",04-JUN-2026,Other,PA,,3000000.0,0,0,False,False,True
"KredosAI, Inc.",04-JUN-2026,Other Technology,WA,,7000000.0,7000000,9,False,False,True
FIRM OF JOHN DICKINSON SCHNEIDER INC,04-JUN-2026,Other Health Care,IL,,,0,0,False,False,True
Bluera Inc.,04-JUN-2026,Other Technology,NY,2025.0,200000.0,25000,1,False,False,True
Blue Owl Real Estate Exchange VI DST,04-JUN-2026,Other Real Estate,IL,2026.0,342909896.0,4803027,4,False,True,False
NRG Small Balance LP,04-JUN-2026,Residential,TX,2023.0,18131149.0,18131149,69,False,True,False
F42 Corp,04-JUN-2026,Other Technology,CA,2026.0,30000000.0,4000000,8,False,False,True
"Town.com, Inc.",04-JUN-2026,Other Technology,CA,2024.0,60148593.0,60148593,6,False,False,True
"Protect3d, Inc.",04-JUN-2026,Other Health Care,NC,,1000000.0,845000,15,False,False,True
McGaw Irvine Capital LP,04-JUN-2026,Residential,CA,2025.0,40000000.0,0,0,False,True,False
Noble Pillar Capital Ltd,04-JUN-2026,Other Banking and Financial Services,NY,,,100000000,10000,True,True,False
"Blue Group Properties II, LLC",04-JUN-2026,Other Real Estate,PA,2021.0,9000000.0,3000000,1,False,True,False
"Series 18-3, a series of StartEngine Private LLC",04-JUN-2026,Other,CA,2025.0,1205415.0,1180440,35,False,False,True
"BioIntelliSense, Inc.",04-JUN-2026,Other,CO,,58350027.0,58349365,14,False,False,True
"Capital Dealer Funding, LLC",04-JUN-2026,Other Banking and Financial Services,NC,2021.0,15000000.0,0,0,False,True,False
BAM Multifamily Growth Fund V LLC,04-JUN-2026,Other Real Estate,IN,2024.0,100000000.0,8504000,33,False,True,False
"MagneTec, LLC",04-JUN-2026,Retailing,AL,2023.0,250000.0,250000,1,False,False,True
"EB5 UNITED TIH, LLC",04-JUN-2026,Commercial,OR,2025.0,216800000.0,50400000,0,False,True,False
Jordan Carriages LLC,04-JUN-2026,Other Real Estate,PA,2026.0,600000.0,577500,7,False,True,False
"Destination Hospitality Group, LLC",04-JUN-2026,Restaurants,CO,2022.0,1500000.0,1500000,1,False,False,True
Cahero Holding Off Chain DAO LLC,04-JUN-2026,Other Banking and Financial Services,WY,2025.0,3694201982.0,0,0,False,True,False
"Health for Everyone, Inc.",04-JUN-2026,Other Health Care,TX,2026.0,5000000.0,4000000,1,False,False,True
"CSR Leasehold III, LP",04-JUN-2026,Oil and Gas,CO,2026.0,865343.0,0,2,False,False,True
"CSR Leasehold II, LP",04-JUN-2026,Oil and Gas,CO,2026.0,410000.0,0,2,False,False,True
1910 SE Stark LLC,04-JUN-2026,Commercial,OR,2026.0,450000.0,0,5,False,True,False
Inland Long Island Residential DST,04-JUN-2026,Other Real Estate,IL,2025.0,107581888.0,18620273,37,False,True,False
"Wolf Fork Minerals, LLC",04-JUN-2026,Oil and Gas,TX,2026.0,20910000.0,8072121,23,False,False,True
12180 SW Calico LLC,04-JUN-2026,Commercial,OR,2026.0,300000.0,0,3,False,True,False
"Filmless AI, Inc.",04-JUN-2026,Other,CA,2025.0,4000000.0,500000,1,False,False,True
RSA HoldCo LLC,04-JUN-2026,Manufacturing,NY,2026.0,2000000.0,1895000,11,False,False,True
Elevator Holdco Inc.,04-JUN-2026,Other,WI,,11340551.0,0,6,False,False,True
"Bond Biosciences, Inc.",04-JUN-2026,Other Health Care,MO,,15000000.0,5927939,83,False,False,True
"RGP Income Fund II, LP",04-JUN-2026,Oil and Gas,TX,2025.0,125000000.0,112239386,882,True,False,True
Illuminare Biotechnologies Inc,04-JUN-2026,Biotechnology,NY,,4000000.0,3650000,42,False,False,True
"Lighthouse Life Capital, LLC",04-JUN-2026,Insurance,PA,,50000000.0,5477554,32,False,True,False
"Mastermind Multifamily Investments, LLC",04-JUN-2026,Residential,MO,2024.0,10000000.0,10000000,25,False,True,False
Ginkgo GP Fund II LLC,04-JUN-2026,Other Real Estate,NC,2026.0,25000000.0,0,0,False,True,False
"Clear Sky Industrial Fund I, LP",04-JUN-2026,Commercial,IN,2026.0,8500000.0,1257964,11,False,True,False
AS 1 LLC,04-JUN-2026,REITS and Finance,IL,,,32297734,80,False,True,False
Olive Springs 1109 LLC,04-JUN-2026,Residential,MD,2026.0,5000000.0,0,0,False,True,False
"Cailum Blue, Inc.",04-JUN-2026,Other Technology,FL,2025.0,1000000.0,500000,2,False,False,True
"Weston AI, Inc.",04-JUN-2026,Other Technology,NY,2026.0,500000.0,0,1,False,False,True
"1TECH Intelligence, Inc.",04-JUN-2026,Other Technology,SC,2025.0,125000.0,0,0,False,False,True
Gravity GTM Inc.,04-JUN-2026,Other Technology,CO,2025.0,1000000.0,100000,2,False,False,True
"RIP Brands, Inc.",04-JUN-2026,Manufacturing,CA,2025.0,500000.0,140000,3,False,False,True
Frankfort MHP LLC,04-JUN-2026,Residential,ID,2026.0,2000000.0,0,0,False,True,False
Federal Economic Digital Assets Exchange INC,04-JUN-2026,Other Banking and Financial Services,CO,2025.0,100000000.0,0,0,False,True,False
"CORGI INSURANCE SERVICES, INC.",04-JUN-2026,Insurance,CA,2024.0,266091580.0,266091580,43,True,True,False
Rebel Medicine Inc,04-JUN-2026,Other Health Care,UT,,8924100.0,8787200,43,False,False,True
BE Energy Ironhorse II Limited Partnership,04-JUN-2026,Commercial,OR,2026.0,2000000.0,0,0,False,True,False
Quilla Resources Inc.,04-JUN-2026,Other Energy,A6,2024.0,19998000.0,19998000,3,False,False,True
"ToolBox OS, Inc.",04-JUN-2026,Other Technology,NV,,,1765000,9,False,False,True
Quilla Resources Inc.,04-JUN-2026,Other Energy,A6,2024.0,15000000.0,8784000,6,False,False,True
Valley View Duckers ORC RS LP LLC,04-JUN-2026,Commercial,TX,2026.0,1025000.0,0,0,False,True,False
L2L Fund I LLC,04-JUN-2026,Other Real Estate,WA,2022.0,100000000.0,45168131,100,False,True,False
"ToolBox OS, Inc.",04-JUN-2026,Other Technology,NV,,30000000.0,5120000,24,False,False,True
UGH Multifamily Portfolios 2026 LLC,04-JUN-2026,Commercial,GA,2026.0,1000000.0,0,0,False,True,False
Vidas Capital Fund LLC,04-JUN-2026,Other Real Estate,MO,2026.0,75000000.0,0,0,False,True,False
RLS Wealth Management LP LLC,04-JUN-2026,Commercial,NC,2026.0,1200000.0,0,0,False,True,False
Lakeside Place LLC,04-JUN-2026,Residential,TX,2026.0,2000000.0,2000000,15,False,True,False
"Yardsworth Duplex I, LLC",04-JUN-2026,Residential,CA,2026.0,1100000.0,200000,1,False,True,False
"Senti Biosciences Holdings, Inc.",04-JUN-2026,Biotechnology,CA,,40000000.0,10000000,1,False,False,True
"8ALPHA AI, LLC",04-JUN-2026,Other Technology,CA,2025.0,2000000.0,681275,37,False,False,True
Studio Golf Newport LLC,03-JUN-2026,Other,CA,2025.0,2000000.0,2000000,12,False,False,True
